english_title,english_text,german_title,german_text,english_word_count,german_word_count,MarianMT,mBART,Tsmall100,MemoryUsed,mBART_BLEU,mBART_TER,mBART_CHRF,mBART_ROUGE,MarianMT_BLEU,MarianMT_TER,MarianMT_CHRF,MarianMT_ROUGE,Tsmall100_BLEU,Tsmall100_TER,Tsmall100_CHRF,Tsmall100_ROUGE,MarianMT_BLURT,MarianMT_COMET,Tsmall100_BLURT,Tsmall100_COMET,mBART_BLURT,mBART_COMET,MarianMT_H1,MarianMT_H2,MarianMT_H3,Tsmall100_H1,Tsmall100_H2,Tsmall100_H3,mBART_H1,mBART_H2,mBART_H3,InferenceTime_mBART,InferenceTime_TSmall,InferenceTime_MarianMT,MemoryUsage_mBART,MemoryUsage_TSmall,MemoryUsage_MarianMT,Normalized_MarianMT_BLEU,Normalized_mBART_BLEU,Normalized_Tsmall100_BLEU,Normalized_MarianMT_TER,Normalized_mBART_TER,Normalized_Tsmall100_TER,Normalized_MarianMT_CHRF,Normalized_mBART_CHRF,Normalized_Tsmall100_CHRF,Normalized_MarianMT_ROUGE,Normalized_mBART_ROUGE,Normalized_Tsmall100_ROUGE,Normalized_MarianMT_COMET,Normalized_mBART_COMET,Normalized_Tsmall100_COMET,Normalized_MarianMT_BLURT,Normalized_mBART_BLURT,Normalized_Tsmall100_BLURT,Final_Quantitative_Score_MarianMT,Final_Quantitative_Score_mBART,Final_Quantitative_Score_Tsmall100
Argon,"Argon is a chemical element with the symbol Ar and atomic number 18. It is in group 18 of the periodic table and is a noble gas. Argon is the third-most abundant gas in the Earth's atmosphere, at 0.934% (9340 ppmv).",Argon,"Argon ( „untätig, träge“) ist ein chemisches Element mit dem Symbol Ar (bis 1957 nur A) und der Ordnungszahl 18. Im Periodensystem steht es in der 8. Hauptgruppe bzw. der 18. IUPAC-Gruppe und zählt daher zu den Edelgasen.",41,38,Argon is a chemical element with the symbol Ar (until 1957 only A) and the atomic number 18. In the periodic table it is in the 8th main group or the 18th IUPAC group and therefore belongs to the noble gases.,"Argon (untätig, träge) ist ein chemisches Element mit dem Symbol Ar (bis 1957 nur A) und der Ordnungszahl 18. Im Periodensystem steht es in der 8. Hauptgruppe bzw. der 18. IUPAC-Gruppe und zählt daher zu den Edelgasen.","Argon (""inactive, slow"") is a chemical element with the symbol Ar (up to 1957 only A) and order number 18. In the period system it is in the 8th main group or 18th IUPAC group and therefore is one of the precious gases.",GPU,2.33053240750684,95.1219512195122,24.0279200311559,0.164705882352941,27.9151243178227,58.5365853658537,52.5515923824566,0.470588235294118,20.2474697393377,73.1707317073171,43.4863447824133,0.436781609195402,0.844192147254944,0.7113,0.809525966644287,0.7652,0.488129138946533,0.7652,8.0,7.0,4.0,7.0,7.0,5.0,0.0,0,0,5.73729795687525,4.0070228457564,6.54194616824222,2.50388095422403,1.93637559093425,3.61320390990217,0.403444774840769,0.14916322429541,0.542876928083339,0.99082439960676,0.994834380658217,0.990127758420441,0.675964908666012,0.494491574804092,0.585506570588015,0.529411764705882,0.387058823529412,0.635318704284222,0.770043505282784,0.806120863756408,0.814919175441198,0.875282613261995,0.572184096621155,0.891857213329385,0.707495327727367,0.567308827277449,0.7434343916911
Actinium,Actinium is a chemical element with the symbol Ac and atomic number 89.,Actinium,"Actinium ist ein radioaktives chemisches Element mit dem Elementsymbol Ac und der Ordnungszahl 89. Im Periodensystem der Elemente steht es in der 3. IUPAC-Gruppe, der Scandiumgruppe. Das Element ist ein Metall und gehört zur 7. Periode, d-Block.",13,37,"Actinium is a radioactive chemical element with the element symbol Ac and the atomic number 89. In the periodic table of the elements it stands in the 3rd IUPAC group, the scandium group. The element is a metal and belongs to the 7th period, d-block.","Actinium ist ein radioaktives chemisches Element mit dem Elementsymbol Ac und der Ordnungszahl 89. Im Periodensystem der Elemente steht es in der 3. IUPAC-Gruppe, der Scandiumgruppe. Das Element ist ein Metall und gehört zur 7. Periode, d-Block.","Actinium is a radioactive chemical element with the element symbol Ac and order number 89. In the period system of the elements it is in the 3rd IUPAC group, the scandium group. The element is a metal and belongs to the 7th period, d-block.",GPU,1.97926493771109,253.846153846154,30.8652462522641,0.150943396226415,13.2038634853062,246.153846153846,57.6835411540315,0.440677966101695,10.3565645116493,246.153846153846,53.1268014808561,0.413793103448276,0.845924854278565,0.6979,0.820910036563873,0.7427,0.489535808563232,0.7427,4.0,4.0,2.0,0.0,6.0,0.0,0.0,0,0,5.99778916404472,2.29007998955646,7.8547629555376,3.63809132446216,1.83822614518352,2.8087319265448,0.190829518443395,0.126680727070291,0.277681112749499,0.936807913775284,0.949781659388646,0.938644688644689,0.743326297510472,0.635202889230854,0.725707148484643,0.495762711864407,0.354716981132075,0.601880877742947,0.74922311995028,0.771166692558645,0.781551238321222,0.876937299227203,0.573761504108837,0.903710389604446,0.66548114346184,0.568551742248225,0.704862575924574
Americium,Americium is a synthetic radioactive chemical element with the symbol Am and atomic number 95.,Americium,"Americium () ist ein chemisches Element mit dem Elementsymbol Am und der Ordnungszahl 95. Im Periodensystem steht es in der Gruppe der Actinoide (7. Periode, f-Block) und zählt auch zu den Transuranen.",15,32,"Americium () is a chemical element with the element symbol Am and the atomic number 95. In the periodic table it stands in the group of Actinoids (7th period, f-block) and is also one of the transuranes.","Americium () ist ein chemisches Element mit dem Elementsymbol Am und der Ordnungszahl 95. Im Periodensystem steht es in der Gruppe der Actinoide (7. Periode, f-Block) und zählt auch zu den Transuranen.","Amercium() is a chemical element with the element symbol Am and order number 95. In the periodic system, it is in the group of the actinoids (period 7th, f-block) and also includes the transuranes.",GPU,2.24338800766821,193.333333333333,30.6791794700292,0.166666666666667,14.3615805292683,173.333333333333,56.6544731466015,0.5,10.9343600336205,166.666666666667,50.2219916326111,0.44,0.881340026855469,0.5845,0.62837541103363,0.7115,0.569326639175415,0.7115,8.0,8.0,5.0,7.0,0.0,9.0,0.0,0,0,6.60928859708059,4.144000499506671,4.95705148186152,3.96140594253178,1.1183994406805,2.99047197068437,0.207561483768457,0.143585640556455,0.293173016778307,0.957773512476008,0.966957787481805,0.962301587301587,0.729818865289044,0.631373658234299,0.683462674789787,0.5625,0.391666666666667,0.64,0.57302672467371,0.722696908497748,0.735281032181522,0.910757782563136,0.663237136597022,0.703241939253814,0.656906394795059,0.586586299672332,0.66957670838417
Atom,"An atom is the smallest unit of ordinary matter that forms a chemical element. Every solid, liquid, gas, and plasma is composed of neutral or ionized atoms. Atoms are extremely small, typically around 100 picometers across.",Atom,"Atome (von  „unteilbar“) sind die Bausteine, aus denen alle festen, flüssigen oder gasförmigen Stoffe bestehen.",36,15,"Atoms (of ""indivisible"") are the building blocks that make up all solid, liquid or gaseous substances.","Atome (von „unteilbar“) sind die Bausteine, aus denen alle festen, flüssigen oder gasförmigen Stoffe bestehen.","Atoms (from “uncomparable”) are the building stones from which all solid, liquid or gas-shaped substances are made up.",GPU,0.797848458373937,100.0,12.1194347133202,0.0,3.34456609855609,88.8888888888889,17.0027406632218,0.192307692307692,3.16309532346591,88.8888888888889,19.3687018888123,0.181818181818182,0.463427871465683,0.5992,0.414450913667679,0.6915,0.495268404483795,0.6915,3.0,7.0,7.0,9.0,5.0,6.0,0.0,0,0,5.19199541320523,4.54640471956636,5.74234077311821,2.85871805442287,1.6515172310212,3.72076411404419,0.0483375141449945,0.0510654338754694,0.0848091882365802,0.982085732565579,0.993449781659389,0.985449735449736,0.209354634437079,0.249416443427242,0.234765150657827,0.216346153846154,0.0,0.264462809917355,0.595866998135488,0.691626534099736,0.705620643630432,0.511663550943843,0.580189907496246,0.480502199007695,0.42727576401219,0.427624683426347,0.459268287816604
Aluminium,"Aluminium (or aluminum in American English and Canadian English) is a chemical element with the symbol Al and atomic number 13. Aluminium has a density lower than those of other common metals, at approximately one third that of steel.",Aluminium,"Aluminium ist ein chemisches Element mit dem Elementsymbol Al und der Ordnungszahl 13.

Im Periodensystem gehört Aluminium zur dritten Hauptgruppe und zur 13. IUPAC-Gruppe, der Borgruppe, die früher als Gruppe der Erdmetalle bezeichnet wurde.",39,34,"Aluminium is a chemical element with the element symbol Al and the atomic number 13. In the periodic table, aluminium belongs to the third main group and to the 13th IUPAC group, the boron group, which was formerly called the group of earth metals.","Aluminium ist ein chemisches Element mit dem Elementsymbol Al und der Ordnungszahl 13. Im Periodensystem gehört Aluminium zur dritten Hauptgruppe und zur 13. IUPAC-Gruppe, der Borgruppe, die früher als Gruppe der Erdmetalle bezeichnet wurde.","Aluminium is a chemical element with the element symbol Al and order number 13. In the period system, aluminum belongs to the third main group and the 13th IUPAC group, the boring group, which was previously referred to as the group of earth metals.",GPU,2.26978711552331,94.8717948717949,26.8748178630694,0.131578947368421,18.2168698275359,89.7435897435898,43.9494506225593,0.385542168674699,15.8877720736174,92.3076923076923,40.660951884001,0.337349397590362,0.782781660556793,0.4704,0.819510579109192,0.6532,0.618403494358063,0.6532,3.0,5.0,3.0,5.0,6.0,7.0,0.0,0,0,4.80490641908497,4.97196830862809,7.07311981771463,3.09700268161442,1.91572526865844,3.06296552380219,0.26328025131457,0.14527528710825,0.425984333274813,0.981839657463458,0.99490538573508,0.984432234432235,0.563054152581871,0.553080374433185,0.544417052784734,0.433734939759036,0.309210526315789,0.490690032858708,0.395742697327533,0.632126767127544,0.648820999555094,0.81663734370934,0.718270811823959,0.90225326433932,0.575714840359301,0.558811525423968,0.666099652874151
Ada Lovelace,"Augusta Ada King, Countess of Lovelace (née Byron; 10 December 1815 – 27 November 1852) was an English mathematician and writer, chiefly known for her work on Charles Babbage's proposed mechanical general-purpose computer, the Analytical Engine.",Ada Lovelace,"Augusta Ada King-Noel, Countess of Lovelace, allgemein als Ada Lovelace bekannt (geborene Hon. Augusta Ada Byron; * 10. Dezember 1815 in London; † 27.",36,24,"Augusta Ada King-Noel, Countess of Lovelace, commonly known as Ada Lovelace (born Hon. Augusta Ada Byron; * 10 December 1815 in London; † 27 December 1815 in London).","Augusta Ada King-Noel, Grafin von Lovelace, allgemein als Ada Lovelace bekannt (geboren Hon. Augusta Ada Byron; * 10. Dezember 1815 in London; † 27.","Augusta Ada King-Noel, Countess of Lovelace, commonly known as Ada Lovelace (born Hon. Augusta Ada Byron; 10 December 1815 in London; † 27.",GPU,3.06184960188602,94.4444444444444,22.8777290600456,0.262295081967213,10.730699693869,83.3333333333333,33.4253491137992,0.338461538461538,15.5206140782096,77.7777777777778,32.3746772439009,0.360655737704918,0.666863203048706,0.3673,0.666442036628723,0.5529,0.532321512699127,0.5529,4.0,5.0,3.0,3.0,5.0,9.0,0.0,0,0,7.31808995737092,3.52263750871155,4.91845106026393,2.25094859094446,2.24642137919958,3.10859127573493,0.15508599111317,0.195970396057922,0.416140061015894,0.983685220729367,0.995026686074721,0.988756613756614,0.424915966578,0.470820789155883,0.423910262547312,0.380769230769231,0.616393442622951,0.524590163934426,0.235550031075202,0.476308839521516,0.500074150971378,0.705938511112487,0.621740424865015,0.742877186275536,0.480990825229576,0.562710096383001,0.59939140641686
Agatha Christie,,Agatha Christie,"Dame Agatha Mary Clarissa Christie, Lady Mallowan, DBE [] (* 15. September 1890 in Torquay, Grafschaft Devon; † 12. Januar 1976 in Wallingford, gebürtig Agatha Mary Clarissa Miller) war eine britische Schriftstellerin.",0,32,"Lady Agatha Mary Clarissa Christie, Lady Mallowan, DBE (born September 15, 1890 in Torquay, Devon) was a British writer.","Dame Agatha Mary Clarissa Christie, Lady Mallowan, DBE (* 15. September 1890 in Torquay, Grafschaft Devon; † 12. Januar 1976 in Wallingford, gebürtig Agatha Mary Clarissa Miller) war eine britische Schriftstellerin.","Lady Agatha Mary Clarissa Christie, Lady Mallowan, DBE (September 15, 1890 in Torquay, Devon County; January 12, 1976 in Wallingford, Agatha Mary Clarissa Miller) was a British writer.",GPU,0.0,3100.0,3.41153162494445,0.0,0.0,1900.0,5.93041644702161,0.0,0.0,2800.0,3.98210917987665,0.0,0.0393019244074821,0.5393,0.0243568364530801,0.3512,0.094558484852314,0.3512,3.0,4.0,9.0,6.0,2.0,2.0,0.0,0,0,5.12618186969398,3.926806538652511,6.48964927724846,4.04059162245008,0.810500307602331,3.22787729733004,0.0,0.0,0.0,0.460652591170825,0.141921397379913,0.178571428571429,0.0640205381439669,0.0702088921357039,0.0109988647720912,0.0,0.0,0.0,0.502796768178993,0.16296411371757,0.200949132433635,0.106635324872928,0.130842868140548,0.0743334128228605,0.189017537061119,0.0843228785622892,0.0774754731000025
April,"April is the fourth month of the year in the Gregorian calendar, the fifth in the early Julian, the first of four months to have a length of 30 days, and the second of five months to have a length of less than 31 days.",April,Der April (von lateinisch Aprilis) ist der vierte Monat des Jahres im gregorianischen Kalender. Er hat 30 Tage und beginnt mit demselben Wochentag wie der Juli und in Schaltjahren auch wie der Januar.,45,33,April (from Latin Aprilis) is the fourth month of the year in the Gregorian calendar. It has 30 days and begins with the same day of the week as July and in leap years as January.,Der April (von lateinisch Aprilis) ist der vierte Monat des Jahres im gregorianischen Kalender. Er hat 30 Tage und beginnt mit demselben Wochentag wie der Juli und in Schaltjahren auch wie der Januar.,April (from Latin April) is the fourth month of the year in the Gregorian calendar. It has 30 days and starts with the same weekday as July and in shift years as well as January.,GPU,1.01883755129557,97.7777777777778,20.1592951894288,0.0512820512820512,23.2779674261132,75.5555555555556,41.6421492606544,0.419753086419753,22.558164280331,77.7777777777778,40.2333584503419,0.4,0.832268536090851,0.4654,0.833560943603516,0.6558,0.4726442694664,0.6558,5.0,3.0,2.0,1.0,9.0,3.0,0.0,0,0,7.11459181347758,3.37190452558835,5.5040793892745,3.08042038436234,1.30309774054293,3.54010416088958,0.336426025549992,0.0652096034772869,0.604831472048714,0.985924504158669,0.994080543425522,0.988756613756614,0.532768771503733,0.41487576170702,0.538198587375986,0.472222222222222,0.12051282051282,0.581818181818182,0.387973896830329,0.636165915799286,0.652676850066736,0.86389590346117,0.554819714271683,0.916882605889088,0.596535220621019,0.464277393198936,0.713860718492553
August,"August is the eighth month of the year in the Julian and Gregorian calendars, and the fifth of seven months to have a length of 31 days.",August,"Der August (Erntemonat, Ährenmonat, Sichelmonat, Ernting; ) ist der achte Monat des Jahres im gregorianischen Kalender.

Entstehung 

Der August hat 31 Tage und wurde im Jahre 8 v. Chr.",27,29,August is the eighth month of the year in the Gregorian calendar. Origin August has 31 days and was created in 8 BC.,"Der August (Erntemonat, Ährenmonat, Sichelmonat, Ernting; ) ist der achte Monat des Jahres im gregorianischen Kalender. Entstehung Der August hat 31 Tage und wurde im Jahre 8 v. Chr.","August (Erntemonate, Honorary Month, Seychel Month, Ernting; ) is the eighth month of the year in the Gregorian calendar. origin August has 31 days and was in the year 8 BC.",GPU,1.40914994419095,103.703703703704,25.4544309257221,0.0727272727272727,34.754197325778,59.2592592592593,53.8470540131861,0.52,24.5412236819086,85.1851851851852,52.0490122431512,0.456140350877193,0.780983746051788,0.4327,0.72893238067627,0.7534,0.507011771202087,0.7534,4.0,5.0,6.0,3.0,11.0,7.0,0.0,0,0,6.42297434526964,2.29628827207414,7.85741858292762,3.60761895191868,1.1938807874739,2.90368620948255,0.50228683043758,0.0901911290802775,0.658001434023946,0.99061633610578,0.992398512049167,0.986552028218695,0.69296899396086,0.523848989753642,0.710032924876398,0.585,0.170909090909091,0.66347687400319,0.33716594157862,0.787789342861581,0.797419546196055,0.814920386452562,0.593358653285684,0.807942586322873,0.6538264147559,0.526415952989907,0.770570898940193
Albedo,,Albedo,"Die Albedo (; von ) ist ein Maß für das Rückstrahlvermögen (Reflexionsstrahlung) von diffus reflektierenden, also nicht selbst leuchtenden Oberflächen.",0,20,"The albedo (; of ) is a measure of the refractive power (reflection radiation) of diffuse reflective surfaces, i.e. not even illuminating surfaces.","Die Albedo (; von ) ist ein Maß für das Rückstrahlvermögen von diffus reflektierenden, also nicht selbst leuchtenden Oberflächen.","The Albedo (; from ) is a measure of the reflection capacity (reflection radiation) of diffus reflective, thus not self-lighting surfaces.",GPU,0.0,1900.0,4.0650406504065,0.0,0.0,2300.0,4.92313178540296,0.0,0.0,2100.0,3.84615384615385,0.0,0.0161003172397613,0.3703,0.0280315726995468,0.3524,0.0407158024609088,0.3524,4.0,2.0,4.0,3.0,0.0,8.0,0.0,0,0,5.87733514469241,2.48371103286309,7.51125365968314,4.059752631456631,0.952026572771268,2.76723139437968,0.0,0.0,0.0,0.345489443378119,0.482532751091703,0.386904761904762,0.0507990316971029,0.0836580257573573,0.0090216745878185,0.0,0.0,0.0,0.240211311373524,0.164828336181451,0.2027287557467,0.0844784494015801,0.0704649020902001,0.0781595748898013,0.120163039308388,0.133580669186785,0.11280246118818
Asteroid,An asteroid is a minor planet of the inner Solar System.,Asteroid,"Als Asteroiden (von ), Kleinplaneten oder Planetoiden werden astronomische Kleinkörper bezeichnet, die sich auf keplerschen Umlaufbahnen um die Sonne bewegen und größer als Meteoroiden (Millimeter bis Meter), aber kleiner als Zwergplaneten (ca.",11,32,"Asteroids (from, small planets or planetoids) are small astronomical bodies that move around the Sun in kepler orbits and are larger than meteoroids (millimeters to meters), but smaller than dwarf planets (approx.","小行星或行星oids(英语:Planetoids)是小行星或行星oids(英语:Planetoids)或小行星,是小行星或行星oids(英语:Planetoids)或小行星,是小行星或行星oids(英语:Planetoids)或小行星,是小行星或行星oids(英语:Planetoids)或小行星oids(英语:Planetoids)或小行星oids(英语:Planetoids)的名稱。","Asteroids (of ), small planets or planetoids are referred to as astronomical small bodies that move on Kepler orbit around the Sun and are larger than meteoroids (millimeter to meters), but smaller than dwarf planets (approximately).",GPU,0.0,100.0,11.5893780461541,0.0,1.09253416207721,281.818181818182,25.7646720384785,0.0465116279069767,1.09520836043083,318.181818181818,25.1045929692802,0.0869565217391304,0.603538990020752,0.549,0.633719086647034,0.5344,0.182431846857071,0.5344,4.0,4.0,3.0,8.0,2.0,6.0,0.0,0,0,5.78706354341562,3.55141434514369,6.1756259024948,3.81558643709751,1.43428307186232,3.03656154845889,0.0157899063606774,0.0,0.0293648222704456,0.926539870877683,0.993449781659389,0.917207792207792,0.324362771242,0.238507943825839,0.31818186725006,0.0523255813953488,0.0,0.126482213438735,0.517868241143568,0.447568743203356,0.472638291561619,0.645465687301664,0.229382068496213,0.708805813109985,0.41372534305349,0.318151422864133,0.42878013330644
Angola,"Angola (; ), officially the Republic of Angola (), is a country on the west coast of Southern Africa.",Angola,"Angola ( [],  []; auf Kimbundu, Umbundu und Kikongo „Ngola“ genannt) ist ein Staat im Südwesten Afrikas. Nationalfeiertag ist der 11. November, der Jahrestag der 1975 erlangten Unabhängigkeit.",19,28,"Angola () is a state in south-western Africa on Kimbundu, Umbundu and Kikongo. National Day is 11 November, the anniversary of the independence gained in 1975.","Angola ([], []; auf Kimbundu, Umbundu und Kikongo vadinama „Ngola“) yra Pietų Afrikos valstybė. Nacionalinis šventės diena yra lapkričio 11 d., 1975 m. įsigijo nepriklausomybės metinės.","Angola ([], []; in Kimbundu, Umbundu and Kikongo called “Ngola”) is a state in southwest Africa. National holiday is the 11th of November, the anniversary of the 1975 independence.",GPU,2.65102026020187,131.578947368421,18.6090292193138,0.0454545454545454,7.1285123835796,121.052631578947,28.4604606849653,0.285714285714286,4.03832919525328,126.315789473684,28.0259804042644,0.232558139534884,0.636091470718384,0.8593,0.610091805458069,0.6438,0.465870141983032,0.6438,5.0,6.0,6.0,6.0,3.0,8.0,0.0,0,0,5.54318029868846,2.75407207030421,7.1095132895866,3.59534145443953,1.09613513858916,3.31164968548822,0.103025193110343,0.169675705178113,0.108276035293884,0.972825537933125,0.984486324982763,0.974310776942356,0.359747393213344,0.382971482854196,0.360667427784851,0.321428571428571,0.106818181818182,0.338266384778013,1.0,0.617523691160479,0.634880616936082,0.67655238124864,0.547223360950385,0.684204916347099,0.572263179489004,0.46811645782402,0.516767693013714
André Gide,André Paul Guillaume Gide (; 22 November 1869 – 19 February 1951) was a French author and winner of the Nobel Prize in Literature (in 1947).,André Gide,André Paul Guillaume Gide [] (* 22. November 1869 in Paris; † 19. Februar 1951 ebenda) war ein französischer Schriftsteller. 1947 erhielt er den Literaturnobelpreis.,26,25,"André Paul Guillaume Gide (born 22 November 1869 in Paris, France – 19 February 1951) was a French writer. He received the Nobel Prize in Literature in 1947.",André Paul Guillaume Gide (* 22. November 1869 in Paris; † 19. Februar 1951 ebenda) war ein französischer Schriftsteller. 1947 erhielt er den Literaturnobelpreis.,André Paul Guillaume Gide (* 22 November 1869 in Paris; 19 February 1951) was a French writer.,GPU,15.6240415056417,76.9230769230769,48.5911616202466,0.425531914893617,47.6300113994041,38.4615384615385,73.3022147604318,0.784313725490196,33.1578324350594,50.0,55.2154615447303,0.65,0.956928431987763,0.4149,0.81161904335022,0.89,0.542330205440521,0.89,4.0,9.0,6.0,4.0,7.0,2.0,0.0,0,0,6.77613690677306,4.66223710738677,5.45960351858819,3.57543255091675,1.56196910519757,2.45177689202794,0.68837519782877,1.0,0.889030700921349,0.996604163590728,1.0,0.99702380952381,0.948335270293448,1.0,0.756082405295046,0.882352941176471,1.0,0.945454545454545,0.309509011808577,1.0,1.0,0.982942561293642,0.632963946497078,0.894036539996201,0.801353190998606,0.93882732441618,0.913604666865158
Axiom,"An axiom, postulate, or assumption is a statement that is taken to be true, to serve as a premise or starting point for further reasoning and arguments.",Axiom,"Ein Axiom (von griechisch ἀξίωμα axíoma, „Forderung; Wille; Beschluss; Grundsatz; philos. (...",27,12,An axiom (by Greek,"Ein Axiom (von griechisch ἀξι axíoma, „Forderung; Wille; Beschluss; Grundsatz; philos. (...","Axiom (from Greek ἀξίωμα axíoma, “Request; Will; Decision; Principles; Philosophy.",GPU,1.36439521599132,100.0,10.1622022696391,0.0526315789473684,0.117857814846942,96.2962962962963,5.38174370036299,0.129032258064516,1.19360650370866,100.0,9.12670984752482,0.054054054054054,0.371333181858063,0.7272,0.349886476993561,0.3165,0.22665573656559,0.3165,4.0,4.0,6.0,7.0,4.0,4.0,0.0,0,0,5.555411390129351,4.72517034291248,6.15494958552169,2.62193180122447,1.7303494409661,3.3854805562683,0.0017033461514549,0.0873266507579775,0.0320030818870529,0.979953081680529,0.993449781659389,0.982142857142857,0.0568187206899928,0.209136845689335,0.0858164807018585,0.145161290322581,0.123684210526316,0.0786240786240786,0.794748290863891,0.10905701413702,0.149488358297494,0.423715739636729,0.278973738020121,0.413277238654842,0.400350078224196,0.300271373465026,0.29022534921803
Alexander Graham Bell,"Alexander Graham Bell (, born Alexander Bell; March 3, 1847 – August 2, 1922) was a  Scottish-born inventor, scientist, and engineer who is credited with patenting the first practical telephone.",Alexander Graham Bell,"Alexander Graham Bell (* 3. März 1847 in Edinburgh, Schottland; † 2. August 1922 in Baddeck, Kanada) war ein britischer, später US-amerikanischer Eugeniker, Audiologe, Erfinder und Großunternehmer.",30,27,"Alexander Graham Bell (March 3, 1847, Edinburgh, Scotland – August 2, 1922, Baddeck, Canada) was a British Eugenian, an audiologist, inventor and entrepreneur.","Alexander Graham Bell (* 3. März 1847 in Edinburgh, Schottland; † 2. August 1922 in Baddeck, Kanada) war ein britischer, später US-amerikanischer Eugeniker, Audiologe, Erfinder und Großunternehmer.","Alexander Graham Bell (3 March 1847 in Edinburgh, Scotland; 2 August 1922 in Baddeck, Canada) was a British, later American eugenist, audiologist, inventor and big entrepreneur.",GPU,8.71086085502398,86.6666666666667,29.9475529924373,0.241379310344828,26.2403048117323,76.6666666666667,39.8492077530479,0.509803921568627,11.6842414730417,80.0,36.1028091120709,0.4,0.742548823356628,0.5328,0.757527589797974,0.779,0.470165818929672,0.779,6.0,4.0,6.0,8.0,4.0,6.0,0.0,0,0,7.87587353098777,2.11147632401611,6.94429647086889,4.01063633012485,1.37467633346589,2.87407700612904,0.379239359495291,0.557529295597336,0.313278903464425,0.985604606525912,0.997234352256186,0.988095238095238,0.509234820670434,0.616316877264341,0.478128258513903,0.573529411764706,0.567241379310345,0.581818181818182,0.492697327532629,0.827559422091036,0.83538484354145,0.77821612757293,0.552040435905197,0.837716125728022,0.619753608926984,0.686320293737407,0.672403591860204
Analysis,Analysis is the process of breaking a complex topic or substance into smaller parts in order to gain a better understanding of it. The technique has been applied in the study of mathematics and logic since before Aristotle (384–322 B.C.,Analysis,"Die Analysis [] ( análysis ‚Auflösung‘,  analýein ‚auflösen‘) ist ein Teilgebiet der Mathematik, dessen Grundlagen von Gottfried Wilhelm Leibniz und Isaac Newton als Infinitesimalrechnung unabhängig voneinander entwickelt wurden.",40,28,"Analysis [] (análysis ‘dissolution', analýein ‘dissolve') is a sub-area of mathematics, the foundations of which were developed independently by Gottfried Wilhelm Leibniz and Isaac Newton as an infinitesimal calculus.","Die Analyse (análysis ‚auflösen‘) ist ein Teilgebiet der Mathematik, dessen Grundlagen von Gottfried Wilhelm Leibniz und Isaac Newton als Infinitesimalrechnung unabhängig voneinander entwickelt wurden.",Analysis [] (analysis of “disolution” or “analyse”) is a subfield of mathematics whose foundations were developed independently by Gottfried Wilhelm Leibniz and Isaac Newton as infinite calculations.,GPU,0.865316380065497,100.0,22.699454678744,0.0,2.37323445936825,87.5,25.5512467148596,0.191780821917808,2.2834145652922,85.0,24.5842314576488,0.205882352941176,0.503671765327454,0.63,0.596661925315857,0.5477,0.359004884958267,0.5477,4.0,3.0,7.0,7.0,6.0,8.0,0.0,0,0,5.08065697910519,4.29489906281692,6.93436218243344,2.64188937236283,2.04372317088525,2.91473387956392,0.0342992935013682,0.0553836457585598,0.0612231108728717,0.982485604606526,0.993449781659389,0.986607142857143,0.321561374179509,0.467151924791313,0.310614281301807,0.215753424657534,0.0,0.299465240641711,0.64372280919826,0.468230542178033,0.492362449948094,0.550095325877864,0.427387079137782,0.670221627610907,0.457986305336844,0.401933828920846,0.470082308872089
Anaximander,"Anaximander (;  Anaximandros; ) was a pre-Socratic Greek philosopher who lived in Miletus, a city of Ionia (in modern-day Turkey). He belonged to the Milesian school and learned the teachings of his master Thales.",Anaximander,Anaximander (; * um 610 v. Chr. in Milet; † nach 547 v. Chr. ebenda) war ein vorsokratischer griechischer Philosoph.,34,20,Anaximander (c. 610 BC – 547 BC) was a presocratic Greek philosopher.,Anaximander (* um 610 v. Chr. in Milet; † nach 547 v. Chr. ebenda) war ein vorsokratischer griechischer Philosoph.,Anaximander (* about 610 B.C. in Milet; † after 547 B.C.) was a pre-Socratic Greek philosopher.,GPU,2.26042546519818,94.1176470588235,21.1196946659881,0.0784313725490196,2.98649877454138,94.1176470588235,23.9225653700417,0.222222222222222,12.4411583630192,85.2941176470588,30.0440577731596,0.274509803921569,0.623130917549133,0.7166,0.72998046875,0.587,0.569889307022095,0.587,4.0,4.0,2.0,6.0,5.0,0.0,0.0,0,0,6.42691834084746,4.76560731328205,5.2996554123419,2.6664376670533,1.8915159914135,3.39389225754594,0.0431625276656142,0.144676104731414,0.333573425265686,0.980580331940838,0.995119445157976,0.986519607843137,0.300183483975369,0.434640662247269,0.390016204736976,0.25,0.184313725490196,0.399286987522282,0.77827843380982,0.529283827870126,0.550645113450986,0.664175421302073,0.663868099592095,0.809033863236795,0.502730033115619,0.491983644181513,0.578179200342644
